"id","nombre","descripcion","tipo_capa","fecha_registro","id_categoria","id_institucion","usuario_registro","fecha_registro-2"
555,"Residuos sólidos recolectados - Botadero (%)",NULL,1,NULL,17,46,1,"2026-02-18 10:17:21.177581-05"
556,"Residuos sólidos recolectados - Reciclados (%)",NULL,1,NULL,17,46,1,"2026-02-18 10:17:21.177581-05"
557,"Presupuesto municipal",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
558,"Residuos sólidos recolectados - Relleno Sanitario  (%)",NULL,1,NULL,17,46,1,"2026-02-18 10:17:21.177581-05"
559,"Servicio de serenazgo municipal",NULL,1,NULL,17,46,1,"2026-02-18 10:17:21.177581-05"
560,"Sin Abastecimiento de Agua",NULL,1,NULL,17,46,1,"2026-02-18 10:17:21.177581-05"
561,"Sin Alumbrado Eléctrico",NULL,1,NULL,17,46,1,"2026-02-18 10:17:21.177581-05"
562,"Sin Seguro de Salud",NULL,1,NULL,17,46,1,"2026-02-18 10:17:21.177581-05"
563,"Técnicos y Auxiliares",NULL,1,NULL,17,46,1,"2026-02-18 10:17:21.177581-05"
564,"Viv. con Caract. Físicas Inadecuadas",NULL,1,NULL,17,46,1,"2026-02-18 10:17:21.177581-05"
565,"Viv. con Caract. Físicas Inadecuadas",NULL,1,NULL,17,46,1,"2026-02-18 10:17:21.177581-05"
566,"Viv. con Hacinamiento",NULL,1,NULL,17,46,1,"2026-02-18 10:17:21.177581-05"
567,"Viv. con Hacinamiento",NULL,1,NULL,17,46,1,"2026-02-18 10:17:21.177581-05"
568,"Viv. sin Servicios Higiénicos",NULL,1,NULL,17,46,1,"2026-02-18 10:17:21.177581-05"
569,"Viv. sin servicios higiénicos",NULL,1,NULL,17,46,1,"2026-02-18 10:17:21.177581-05"
570,"Viviendas con Piso de Tierra",NULL,1,NULL,17,46,1,"2026-02-18 10:17:21.177581-05"
571,"Anomalía de Temperatura Máxima 02 Década del mes.",NULL,1,NULL,5,75,1,"2026-02-18 10:17:21.177581-05"
572,"Anomalía de Temperatura Máxima 03 Década del mes.",NULL,1,NULL,5,75,1,"2026-02-18 10:17:21.177581-05"
573,"Anomalía de Temperatura Máxima Mensual",NULL,1,NULL,5,75,1,"2026-02-18 10:17:21.177581-05"
574,"Defunciones personas no identificadas",NULL,1,NULL,10,159,1,"2026-02-18 10:17:21.177581-05"
575,"Defunciones por accidentes de tránsito",NULL,1,NULL,10,159,1,"2026-02-18 10:17:21.177581-05"
576,"Defunciones por homicidio",NULL,1,NULL,10,159,1,"2026-02-18 10:17:21.177581-05"
577,"Defunciones por otro accidente",NULL,1,NULL,10,159,1,"2026-02-18 10:17:21.177581-05"
578,"Defunciones por suicidio",NULL,1,NULL,10,159,1,"2026-02-18 10:17:21.177581-05"
579,"Desnutrición crónica Menores de 3 años",NULL,1,NULL,10,160,1,"2026-02-18 10:17:21.177581-05"
580,"Desnutrición crónica Menores de 5 años",NULL,1,NULL,10,160,1,"2026-02-18 10:17:21.177581-05"
581,"Enfermeros por distrito",NULL,1,NULL,10,159,1,"2026-02-18 10:17:21.177581-05"
582,"Enfermeros por EESS",NULL,1,NULL,10,159,1,"2026-02-18 10:17:21.177581-05"
583,"Espontáneo",NULL,1,NULL,10,159,1,"2026-02-18 10:17:21.177581-05"
584,"Hospitales",NULL,1,NULL,10,161,1,"2026-02-18 10:17:21.177581-05"
585,"Ingeniero Sanitario por distrito",NULL,1,NULL,10,159,1,"2026-02-18 10:17:21.177581-05"
586,"Ingeniero Sanitario por EESS",NULL,1,NULL,10,159,1,"2026-02-18 10:17:21.177581-05"
587,"Institutos",NULL,1,NULL,10,161,1,"2026-02-18 10:17:21.177581-05"
588,"Instrumentado",NULL,1,NULL,10,159,1,"2026-02-18 10:17:21.177581-05"
589,"Madres menores de 17 años",NULL,1,NULL,10,159,1,"2026-02-18 10:17:21.177581-05"
590,"Médico Veterinario por distrito",NULL,1,NULL,10,159,1,"2026-02-18 10:17:21.177581-05"
591,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
592,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
593,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
594,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
595,"Barrio Seguro",NULL,1,NULL,17,81,1,"2026-02-18 10:17:21.177581-05"
596,"Centros Juveniles de Diagnóstico y Rehabilitación (CJDR)",NULL,1,NULL,17,80,1,"2026-02-18 10:17:21.177581-05"
597,"Comandancias departamentales de bomberos",NULL,1,NULL,17,82,1,"2026-02-18 10:17:21.177581-05"
598,"Infraestructuras Deportivas del IPD",NULL,1,NULL,17,101,1,"2026-02-18 10:17:21.177581-05"
599,"Viviendas en Cerros - Distritos",NULL,1,NULL,17,46,1,"2026-02-18 10:17:21.177581-05"
600,"Comisarias Básicas",NULL,1,NULL,17,81,1,"2026-02-18 10:17:21.177581-05"
601,"Comisarias Familia",NULL,1,NULL,17,81,1,"2026-02-18 10:17:21.177581-05"
602,"Participación Electoral - Regiones",NULL,1,NULL,17,203,1,"2026-02-18 10:17:21.177581-05"
603,"Red Vial de la Provincia de Rioja",NULL,1,NULL,19,2077,1,"2026-02-18 10:17:21.177581-05"
604,"Viviendas en Cerros - Manzanas",NULL,1,NULL,17,46,1,"2026-02-18 10:17:21.177581-05"
605,"Inventario Turístico",NULL,1,NULL,17,206,1,"2026-02-18 10:17:21.177581-05"
606,"cultura_centros_poblados",NULL,1,NULL,17,62,1,"2026-02-18 10:17:21.177581-05"
607,"cultura_paisaje_cultural",NULL,1,NULL,17,62,1,"2026-02-18 10:17:21.177581-05"
608,"Caminos del Inca",NULL,1,NULL,19,62,1,"2026-02-18 10:17:21.177581-05"
609,"Zonas Arqueológicas",NULL,1,NULL,17,62,1,"2026-02-18 10:17:21.177581-05"
610,"Museos",NULL,1,NULL,17,62,1,"2026-02-18 10:17:21.177581-05"
611,"Monumentos arqueológicos prehispánicos",NULL,1,NULL,17,62,1,"2026-02-18 10:17:21.177581-05"
612,"Industrias culturales",NULL,1,NULL,17,62,1,"2026-02-18 10:17:21.177581-05"
613,"Reservas Indígenas (PIACI)",NULL,1,NULL,17,62,1,"2026-02-18 10:17:21.177581-05"
614,"Comunidades Nativas y Campesinas",NULL,1,NULL,17,62,1,"2026-02-18 10:17:21.177581-05"
615,"CUM Detallado 1-10000",NULL,1,NULL,2,168,1,"2026-02-18 10:17:21.177581-05"
616,"CUM Reconocimiento 1-100000",NULL,1,NULL,2,168,1,"2026-02-18 10:17:21.177581-05"
617,"CUM Reconocimiento 1-20000",NULL,1,NULL,2,168,1,"2026-02-18 10:17:21.177581-05"
618,"CUM Reconocimiento 1-25000",NULL,1,NULL,2,168,1,"2026-02-18 10:17:21.177581-05"
619,"CUM Reconocimiento 1-30000",NULL,1,NULL,2,168,1,"2026-02-18 10:17:21.177581-05"
620,"CUM Reconocimiento 1-35000",NULL,1,NULL,2,168,1,"2026-02-18 10:17:21.177581-05"
621,"CUM Reconocimiento 1-50000",NULL,1,NULL,2,168,1,"2026-02-18 10:17:21.177581-05"
622,"CUM Semidetallado 1-10000",NULL,1,NULL,2,168,1,"2026-02-18 10:17:21.177581-05"
623,"CUM Semidetallado 1-12000",NULL,1,NULL,2,168,1,"2026-02-18 10:17:21.177581-05"
624,"CUM Semidetallado 1-2000",NULL,1,NULL,2,168,1,"2026-02-18 10:17:21.177581-05"
625,"CUM Semidetallado 1-20000",NULL,1,NULL,2,168,1,"2026-02-18 10:17:21.177581-05"
626,"CUM Semidetallado 1-25000",NULL,1,NULL,2,168,1,"2026-02-18 10:17:21.177581-05"
627,"CUM Semidetallado 1-45000",NULL,1,NULL,2,168,1,"2026-02-18 10:17:21.177581-05"
628,"CUM Semidetallado 1-50000",NULL,1,NULL,2,168,1,"2026-02-18 10:17:21.177581-05"
629,"MIDAGRI - Deslinde Territorial",NULL,1,NULL,2,168,1,"2026-02-18 10:17:21.177581-05"
630,"MIDAGRI - Predio rústico",NULL,1,NULL,2,168,1,"2026-02-18 10:17:21.177581-05"
631,"MIDAGRI - Territorio Demarcado",NULL,1,NULL,2,168,1,"2026-02-18 10:17:21.177581-05"
632,"TACL - Cultivos Permanentes",NULL,1,NULL,2,168,1,"2026-02-18 10:17:21.177581-05"
633,"Vul. Inseguridad Alimentaria - CCPP",NULL,1,NULL,17,233,1,"2026-02-18 10:17:21.177581-05"
634,"Vul. Inseguridad Alimentaria RFN Dpto.",NULL,1,NULL,17,233,1,"2026-02-18 10:17:21.177581-05"
635,"Vul. Inseguridad Alimentaria RFN Prov.",NULL,1,NULL,17,233,1,"2026-02-18 10:17:21.177581-05"
636,"Vul. Inseguridad Alimentaria RFN Dist.",NULL,1,NULL,17,233,1,"2026-02-18 10:17:21.177581-05"
637,"Vul. Inseguridad Alimentaria Mza.",NULL,1,NULL,17,233,1,"2026-02-18 10:17:21.177581-05"
638,"Número de PPSS por distritos",NULL,1,NULL,17,233,1,"2026-02-18 10:17:21.177581-05"
639,"WASI MIKUNA",NULL,1,NULL,17,233,1,"2026-02-18 10:17:21.177581-05"
640,"PAIS (TAMBOS)",NULL,1,NULL,17,233,1,"2026-02-18 10:17:21.177581-05"
641,"FONCODES",NULL,1,NULL,17,233,1,"2026-02-18 10:17:21.177581-05"
642,"Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
643,"Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
644,"Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
645,"Actividades - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
646,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
647,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
648,"Actividades y Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
649,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
650,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
651,"Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
652,"Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
653,"Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
654,"Actividades - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
655,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
656,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
657,"Actividades y Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
658,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
659,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
660,"Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
661,"Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
662,"Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
663,"Actividades - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
664,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
665,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
666,"Actividades y Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
667,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
668,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
669,"Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
670,"Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
671,"Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
672,"Actividades - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
673,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
674,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
675,"Actividades y Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
676,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
677,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
678,"Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
679,"Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
680,"Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
681,"Actividades - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
682,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
683,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
684,"Actividades y Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
685,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
686,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
687,"Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
688,"Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
689,"Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
690,"Actividades - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
691,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
692,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
693,"Actividades y Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
694,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
695,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
696,"Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
697,"Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
698,"Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
699,"Actividades - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
700,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
701,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
702,"Actividades y Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
703,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
704,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
705,"Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
706,"Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
707,"Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
708,"Actividades - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
709,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
710,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
711,"Actividades y Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
712,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
713,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
714,"Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
715,"Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
716,"Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
717,"Actividades - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
718,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
719,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
720,"Actividades y Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
721,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
722,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
723,"Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
724,"Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
725,"Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
726,"Actividades - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
727,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
728,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
729,"Actividades y Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
730,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
731,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
732,"Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
733,"Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
734,"Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
735,"Actividades - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
736,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
737,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
738,"Actividades y Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
739,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
740,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
741,"Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
742,"Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
743,"Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
744,"Actividades - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
745,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
746,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
747,"Actividades y Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
748,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
749,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
750,"Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
751,"Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
752,"Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
753,"Actividades - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
754,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
755,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
756,"Actividades y Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
757,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
758,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
759,"Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
760,"Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
761,"Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
762,"Actividades - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
763,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
764,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
765,"Actividades y Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
766,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
767,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
768,"Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
769,"Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
770,"Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
771,"Actividades - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
772,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
773,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
774,"Actividades y Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
775,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
776,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
777,"Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
778,"Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
779,"Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
780,"Actividades - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
781,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
782,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
783,"Actividades y Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
784,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
785,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
786,"Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
787,"Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
788,"Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
789,"Actividades - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
790,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
791,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
792,"Actividades y Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
793,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
794,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
795,"Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
796,"Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
797,"Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
798,"Actividades - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
799,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
800,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
801,"Actividades y Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
802,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
803,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
804,"Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
805,"Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
806,"Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
807,"Actividades - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
808,"Actividades - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
809,"Actividades - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
810,"Actividades y Proyectos - Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
811,"Actividades y Proyectos - Provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
812,"Actividades y Proyectos - Distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
813,"Actividades distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
814,"Proyectos distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
815,"Actividades y Proyectos distrital",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
816,"Actividades provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
817,"Proyectos provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
818,"Actividades y Proyectos provincial",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
819,"Presupuesto Regional",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
820,"Distribución del Canon",NULL,1,NULL,6,88,1,"2026-02-18 10:17:21.177581-05"
821,"Viviendas sin Abastecimiento de Agua",NULL,1,NULL,17,46,1,"2026-02-18 10:17:21.177581-05"
822,"Viviendas sin Alumbrado Eléctrico",NULL,1,NULL,17,46,1,"2026-02-18 10:17:21.177581-05"
