"id","nombre","descripcion","tipo_capa","publicar_geoperu","fecha_registro","id_categoria","id_institucion","usuario_crea","fecha_crea","usuario_modifica","fecha_modifica"
482,"Con Piso de Tierra",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
483,"Con una Habitación",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
484,"Consejo de Coordinación Local (CCL) - Distrital",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
485,"Consejo de Coordinación Local (CCL) - Provincial",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
486,"De 1,001 a 2,500 Habitantes",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
487,"De 151 a 1,000 Habitantes",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
488,"De 2,501 a 5,000 Habitantes",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
489,"De 5,001 a 500,000 Habitantes",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
490,"Directivos y profesionales",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
491,"Distribución del Canon",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
492,"Distritos más pobres",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
493,"Energía o Combustible para Cocinar",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
494,"Distribución del FONCOMUN",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
495,"Esquema de Ordenamiento Urbano (EOU)",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
496,"Ferias",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
497,"Hog. con Alta Dependencia Económica",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
498,"Hog. con Alta Dependencia Económica",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
499,"Hog. con Niños que no asisten a la escuela",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
500,"Hog. con Niños que no asisten a la escuela",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
501,"Hogares que Cocinan con Leña",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
502,"Hogares sin Internet",NULL,1,True,NULL,20,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
503,"Ingreso per cápita del Hogar",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
504,"IV Censo Nacional Económico 2008",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
505,"Límite Departamental",NULL,1,True,NULL,4,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
506,"Límite Departamental - INEI",NULL,1,True,NULL,4,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
507,"Límite Distrital",NULL,1,True,NULL,4,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
508,"Límite Distrital - INEI",NULL,1,True,NULL,4,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
509,"Límite Provincial",NULL,1,True,NULL,4,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
510,"Límite Provincial - INEI",NULL,1,True,NULL,4,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
511,"Local Comunal y Otros",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
512,"Manzanas - INEI",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
513,"Más de 500,000 Habitantes",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
514,"Material de la Vivienda",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
515,"Menos de 151 Habitantes",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
516,"Mercado",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
517,"Mujer",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
518,"No Sabe Escribir/Leer",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
519,"Organizaciones Juveniles",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
520,"Otras Organizaciones Sociales",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
521,"Parque",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
522,"PEA",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
523,"Pesquería Artesanal",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
524,"Participación Electoral - Distritos",NULL,1,True,NULL,17,203,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
525,"Participación Electoral - Provincias",NULL,1,True,NULL,17,203,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
526,"Plan de Acondicionamiento Territorial (PAT)",NULL,1,True,NULL,20,215,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
527,"Plan de Desarrollo de Capacidades (PDC)",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
528,"Plan de Desarrollo Económico Local (PDEL)",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
529,"Plan de Desarrollo Municipal Concertado (PDMC)",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
530,"Plan de Desarrollo Rural (PDR)",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
531,"Plan de Desarrollo Urbano (PDU)",NULL,1,True,NULL,20,215,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
532,"Plan de Seguridad Ciudadana - Mapa de Riesgo",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
533,"Plan de Seguridad Ciudadana - Mapa del delito",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
534,"Plan de Seguridad Ciudadana- Patrullaje integrado con la PNP",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
535,"Plan Estratégico Institucional (PEI)",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
536,"Plan Integral de Gestión Ambiental de Residuos Sólidos (PIGARS)",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
537,"Población Adulto Mayor de 65 años y más",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
538,"Población Dispersa",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
539,"Pobreza Monetaria - Dist 2013",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
540,"Pobreza Monetaria - Dist 2018",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
541,"Pobreza Monetaria - Prov 2018",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
542,"Pobreza Monetaria - Regional 2022",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
543,"Productores - Distrito",NULL,1,True,NULL,2,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
544,"Productores - Distrito",NULL,1,True,NULL,2,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
545,"Productores - Distrito",NULL,1,True,NULL,2,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
546,"Productores - Distrito",NULL,1,True,NULL,2,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
547,"Productores - SEA",NULL,1,True,NULL,2,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
548,"Productores - SEA",NULL,1,True,NULL,2,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
549,"Productores - SEA",NULL,1,True,NULL,2,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
550,"Productores - SEA",NULL,1,True,NULL,2,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
551,"Programa del Vaso de Leche",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
552,"Proyectada Departamentos",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
553,"Proyectada Distritos",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
554,"Proyectada Provincias",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
555,"Residuos sólidos recolectados - Botadero (%)",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
556,"Residuos sólidos recolectados - Reciclados (%)",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
557,"Presupuesto municipal",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
558,"Residuos sólidos recolectados - Relleno Sanitario  (%)",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
559,"Servicio de serenazgo municipal",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
560,"Sin Abastecimiento de Agua",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
561,"Sin Alumbrado Eléctrico",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
562,"Sin Seguro de Salud",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
563,"Técnicos y Auxiliares",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
564,"Viv. con Caract. Físicas Inadecuadas",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
565,"Viv. con Caract. Físicas Inadecuadas",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
566,"Viv. con Hacinamiento",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
567,"Viv. con Hacinamiento",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
568,"Viv. sin Servicios Higiénicos",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
569,"Viv. sin servicios higiénicos",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
570,"Viviendas con Piso de Tierra",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
571,"Anomalía de Temperatura Máxima 02 Década del mes.",NULL,1,True,NULL,5,75,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
572,"Anomalía de Temperatura Máxima 03 Década del mes.",NULL,1,True,NULL,5,75,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
573,"Anomalía de Temperatura Máxima Mensual",NULL,1,True,NULL,5,75,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
574,"Defunciones personas no identificadas",NULL,1,True,NULL,10,159,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
575,"Defunciones por accidentes de tránsito",NULL,1,True,NULL,10,159,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
576,"Defunciones por homicidio",NULL,1,True,NULL,10,159,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
577,"Defunciones por otro accidente",NULL,1,True,NULL,10,159,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
578,"Defunciones por suicidio",NULL,1,True,NULL,10,159,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
579,"Desnutrición crónica Menores de 3 años",NULL,1,True,NULL,10,160,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
580,"Desnutrición crónica Menores de 5 años",NULL,1,True,NULL,10,160,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
581,"Enfermeros por distrito",NULL,1,True,NULL,10,159,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
582,"Enfermeros por EESS",NULL,1,True,NULL,10,159,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
583,"Espontáneo",NULL,1,True,NULL,10,159,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
584,"Hospitales",NULL,1,True,NULL,10,161,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
585,"Ingeniero Sanitario por distrito",NULL,1,True,NULL,10,159,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
586,"Ingeniero Sanitario por EESS",NULL,1,True,NULL,10,159,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
587,"Institutos",NULL,1,True,NULL,10,161,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
588,"Instrumentado",NULL,1,True,NULL,10,159,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
589,"Madres menores de 17 años",NULL,1,True,NULL,10,159,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
590,"Médico Veterinario por distrito",NULL,1,True,NULL,10,159,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
591,"Actividades - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
592,"Actividades - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
593,"Actividades y Proyectos - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
594,"Actividades y Proyectos - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
595,"Barrio Seguro",NULL,1,True,NULL,17,81,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
596,"Centros Juveniles de Diagnóstico y Rehabilitación (CJDR)",NULL,1,True,NULL,17,80,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
597,"Comandancias departamentales de bomberos",NULL,1,True,NULL,17,82,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
598,"Infraestructuras Deportivas del IPD",NULL,1,True,NULL,17,101,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
599,"Viviendas en Cerros - Distritos",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
600,"Comisarias Básicas",NULL,1,True,NULL,17,81,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
601,"Comisarias Familia",NULL,1,True,NULL,17,81,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
602,"Participación Electoral - Regiones",NULL,1,True,NULL,17,203,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
603,"Red Vial de la Provincia de Rioja",NULL,1,True,NULL,19,2077,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
604,"Viviendas en Cerros - Manzanas",NULL,1,True,NULL,17,46,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
605,"Inventario Turístico",NULL,1,True,NULL,17,206,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
606,"cultura_centros_poblados",NULL,1,True,NULL,17,62,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
607,"cultura_paisaje_cultural",NULL,1,True,NULL,17,62,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
608,"Caminos del Inca",NULL,1,True,NULL,19,62,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
609,"Zonas Arqueológicas",NULL,1,True,NULL,17,62,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
610,"Museos",NULL,1,True,NULL,17,62,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
611,"Monumentos arqueológicos prehispánicos",NULL,1,True,NULL,17,62,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
612,"Industrias culturales",NULL,1,True,NULL,17,62,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
613,"Reservas Indígenas (PIACI)",NULL,1,True,NULL,17,62,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
614,"Comunidades Nativas y Campesinas",NULL,1,True,NULL,17,62,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
615,"CUM Detallado 1-10000",NULL,1,True,NULL,2,168,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
616,"CUM Reconocimiento 1-100000",NULL,1,True,NULL,2,168,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
617,"CUM Reconocimiento 1-20000",NULL,1,True,NULL,2,168,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
618,"CUM Reconocimiento 1-25000",NULL,1,True,NULL,2,168,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
619,"CUM Reconocimiento 1-30000",NULL,1,True,NULL,2,168,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
620,"CUM Reconocimiento 1-35000",NULL,1,True,NULL,2,168,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
621,"CUM Reconocimiento 1-50000",NULL,1,True,NULL,2,168,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
622,"CUM Semidetallado 1-10000",NULL,1,True,NULL,2,168,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
623,"CUM Semidetallado 1-12000",NULL,1,True,NULL,2,168,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
624,"CUM Semidetallado 1-2000",NULL,1,True,NULL,2,168,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
625,"CUM Semidetallado 1-20000",NULL,1,True,NULL,2,168,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
626,"CUM Semidetallado 1-25000",NULL,1,True,NULL,2,168,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
627,"CUM Semidetallado 1-45000",NULL,1,True,NULL,2,168,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
628,"CUM Semidetallado 1-50000",NULL,1,True,NULL,2,168,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
629,"MIDAGRI - Deslinde Territorial",NULL,1,True,NULL,2,168,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
630,"MIDAGRI - Predio rústico",NULL,1,True,NULL,2,168,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
631,"MIDAGRI - Territorio Demarcado",NULL,1,True,NULL,2,168,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
632,"TACL - Cultivos Permanentes",NULL,1,True,NULL,2,168,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
633,"Vul. Inseguridad Alimentaria - CCPP",NULL,1,True,NULL,17,233,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
634,"Vul. Inseguridad Alimentaria RFN Dpto.",NULL,1,True,NULL,17,233,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
635,"Vul. Inseguridad Alimentaria RFN Prov.",NULL,1,True,NULL,17,233,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
636,"Vul. Inseguridad Alimentaria RFN Dist.",NULL,1,True,NULL,17,233,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
637,"Vul. Inseguridad Alimentaria Mza.",NULL,1,True,NULL,17,233,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
638,"Número de PPSS por distritos",NULL,1,True,NULL,17,233,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
639,"WASI MIKUNA",NULL,1,True,NULL,17,233,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
640,"PAIS (TAMBOS)",NULL,1,True,NULL,17,233,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
641,"FONCODES",NULL,1,True,NULL,17,233,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
642,"Proyectos - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
643,"Proyectos - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
644,"Proyectos - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
645,"Actividades - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
646,"Actividades - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
647,"Actividades - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
648,"Actividades y Proyectos - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
649,"Actividades y Proyectos - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
650,"Actividades y Proyectos - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
651,"Proyectos - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
652,"Proyectos - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
653,"Proyectos - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
654,"Actividades - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
655,"Actividades - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
656,"Actividades - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
657,"Actividades y Proyectos - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
658,"Actividades y Proyectos - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
659,"Actividades y Proyectos - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
660,"Proyectos - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
661,"Proyectos - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
662,"Proyectos - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
663,"Actividades - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
664,"Actividades - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
665,"Actividades - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
666,"Actividades y Proyectos - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
667,"Actividades y Proyectos - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
668,"Actividades y Proyectos - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
669,"Proyectos - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
670,"Proyectos - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
671,"Proyectos - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
672,"Actividades - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
673,"Actividades - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
674,"Actividades - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
675,"Actividades y Proyectos - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
676,"Actividades y Proyectos - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
677,"Actividades y Proyectos - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
678,"Proyectos - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
679,"Proyectos - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
680,"Proyectos - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
681,"Actividades - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
682,"Actividades - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
683,"Actividades - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
684,"Actividades y Proyectos - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
685,"Actividades y Proyectos - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
686,"Actividades y Proyectos - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
687,"Proyectos - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
688,"Proyectos - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
689,"Proyectos - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
690,"Actividades - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
691,"Actividades - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
692,"Actividades - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
693,"Actividades y Proyectos - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
694,"Actividades y Proyectos - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
695,"Actividades y Proyectos - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
696,"Proyectos - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
697,"Proyectos - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
698,"Proyectos - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
699,"Actividades - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
700,"Actividades - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
701,"Actividades - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
702,"Actividades y Proyectos - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
703,"Actividades y Proyectos - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
704,"Actividades y Proyectos - Distrital",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
705,"Proyectos - Regional",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
706,"Proyectos - Provincial",NULL,1,True,NULL,6,88,1,"2026-02-18 10:17:21.177581-05",NULL,NULL
