id_layer;idtematica;idsubtematico;ide;geo;capa;entidad;frec_act;fecha_reg;fecha_prox;wms;wfs;arcgis;wmts;responsable_geo;estado_proc;fecha_proc;responsable_pub;estado_pub_geo;fecha_pub_geo;estado_ide_proc;fecha_proc_ide;estado_pub_ide;fecha_pub_ide;descripcion;observacion;estado_actu;id_institucion;id_categoria
39799;51;2268;SI;SI;CUM Semidetallado 1-2000;Ministerio de Desarrollo Agrario y Riego (MIDAGRI);Servicios;NULL;06/01/2026;https://winlmprap09.midagri.gob.pe/winlmprap14/services/servicios_ogc/Peru_midagri_0702/MapServer/WMSServer?request=GetCapabilities&service=WMS;https://winlmprap09.midagri.gob.pe/winlmprap14/services/servicios_ogc/Peru_midagri_0702/MapServer/WFSServer?request=GetCapabilities&service=WFS;;;Luis Rodriguez;Incorporación;23/04/2024;Luis Rodriguez;Publicado;31/05/2024;Incorporación;23/04/2024;Publicado;24/04/2024;Es un sistema interpretativo de un Estudio de Levantamiento de Suelos ejecutado a nivel detallado, que representa a espacios del territorio con potencialidades naturales homogéneas para fines agrícolas, pecuarios, forestales o no aptas para fines agrarios. A nivel semidetallado, con escala de trabajo 1:2000.;Sin observación;ACTUALIZADO;168;2
39802;51;2268;SI;SI;CUM Semidetallado 1-20000;Ministerio de Desarrollo Agrario y Riego (MIDAGRI);Servicios;NULL;06/01/2026;https://winlmprap09.midagri.gob.pe/winlmprap14/services/servicios_ogc/Peru_midagri_0702/MapServer/WMSServer?request=GetCapabilities&service=WMS;https://winlmprap09.midagri.gob.pe/winlmprap14/services/servicios_ogc/Peru_midagri_0702/MapServer/WFSServer?request=GetCapabilities&service=WFS;;;Luis Rodriguez;Incorporación;23/04/2024;Luis Rodriguez;Publicado;31/05/2024;Incorporación;23/04/2024;Publicado;24/04/2024;Es un sistema interpretativo de un Estudio de Levantamiento de Suelos ejecutado a nivel detallado, que representa a espacios del territorio con potencialidades naturales homogéneas para fines agrícolas, pecuarios, forestales o no aptas para fines agrarios. A nivel semidetallado, con escala de trabajo 1:20000.;Sin observación;ACTUALIZADO;168;2
39803;51;2268;SI;SI;CUM Semidetallado 1-25000;Ministerio de Desarrollo Agrario y Riego (MIDAGRI);Servicios;NULL;06/01/2026;https://winlmprap09.midagri.gob.pe/winlmprap14/services/servicios_ogc/Peru_midagri_0702/MapServer/WMSServer?request=GetCapabilities&service=WMS;https://winlmprap09.midagri.gob.pe/winlmprap14/services/servicios_ogc/Peru_midagri_0702/MapServer/WFSServer?request=GetCapabilities&service=WFS;;;Luis Rodriguez;Incorporación;23/04/2024;Luis Rodriguez;Publicado;31/05/2024;Incorporación;23/04/2024;Publicado;24/04/2024;Es un sistema interpretativo de un Estudio de Levantamiento de Suelos ejecutado a nivel detallado, que representa a espacios del territorio con potencialidades naturales homogéneas para fines agrícolas, pecuarios, forestales o no aptas para fines agrarios. A nivel semidetallado, con escala de trabajo 1:25000.;Sin observación;ACTUALIZADO;168;2
39804;51;2268;SI;SI;CUM Semidetallado 1-45000;Ministerio de Desarrollo Agrario y Riego (MIDAGRI);Servicios;NULL;06/01/2026;https://winlmprap09.midagri.gob.pe/winlmprap14/services/servicios_ogc/Peru_midagri_0702/MapServer/WMSServer?request=GetCapabilities&service=WMS;https://winlmprap09.midagri.gob.pe/winlmprap14/services/servicios_ogc/Peru_midagri_0702/MapServer/WFSServer?request=GetCapabilities&service=WFS;;;Luis Rodriguez;Incorporación;23/04/2024;Luis Rodriguez;Publicado;31/05/2024;Incorporación;23/04/2024;Publicado;24/04/2024;Es un sistema interpretativo de un Estudio de Levantamiento de Suelos ejecutado a nivel detallado, que representa a espacios del territorio con potencialidades naturales homogéneas para fines agrícolas, pecuarios, forestales o no aptas para fines agrarios. A nivel semidetallado, con escala de trabajo 1:45000.;Sin observación;ACTUALIZADO;168;2
39805;51;2268;SI;SI;CUM Semidetallado 1-50000;Ministerio de Desarrollo Agrario y Riego (MIDAGRI);Servicios;NULL;06/01/2026;https://winlmprap09.midagri.gob.pe/winlmprap14/services/servicios_ogc/Peru_midagri_0702/MapServer/WMSServer?request=GetCapabilities&service=WMS;https://winlmprap09.midagri.gob.pe/winlmprap14/services/servicios_ogc/Peru_midagri_0702/MapServer/WFSServer?request=GetCapabilities&service=WFS;;;Luis Rodriguez;Incorporación;23/04/2024;Luis Rodriguez;Publicado;31/05/2024;Incorporación;23/04/2024;Publicado;24/04/2024;Es un sistema interpretativo de un Estudio de Levantamiento de Suelos ejecutado a nivel detallado, que representa a espacios del territorio con potencialidades naturales homogéneas para fines agrícolas, pecuarios, forestales o no aptas para fines agrarios. A nivel semidetallado, con escala de trabajo 1:50000.;Sin observación;ACTUALIZADO;168;2
42300;51;0;SI;SI;MIDAGRI - Deslinde Territorial;Ministerio de Desarrollo Agrario y Riego (MIDAGRI);Servicios;NULL;06/01/2026;https://winlmprap09.midagri.gob.pe/winlmprap13/services/ogc/CODESLTERR/MapServer/WMSServer?request=GetCapabilities&service=WMS;;;;Luis Rodriguez;Incorporación;12/02/2026;Luis Rodriguez;Publicado;12/02/2026;Incorporación;23/04/2024;Publicado;24/04/2024;Poligono que representa el área total de la comunidad campesina resultante del proceso de deslinde territorial.;Sin observación;ACTUALIZADO;168;2
42301;51;0;SI;SI;MIDAGRI - Predio rústico;Ministerio de Desarrollo Agrario y Riego (MIDAGRI);Servicios;NULL;06/01/2026;https://winlmprap09.midagri.gob.pe/winlmprap13/services/ogc/COPREDRUST/MapServer/WMSServer?request=GetCapabilities&service=WMS;;;;Luis Rodriguez;Incorporación;12/02/2026;Luis Rodriguez;Publicado;12/02/2026;Incorporación;23/04/2024;Publicado;24/04/2024;Polígono que determina la porción de tierra de uso agrícola o pecuario que se ubica en zona rural y está destinada a la actividad agropecuaria. (adaptado de RM N° 0265-2021-MIDAGRI);Sin observación;ACTUALIZADO;168;2
42302;51;0;SI;SI;MIDAGRI - Territorio Demarcado;Ministerio de Desarrollo Agrario y Riego (MIDAGRI);Servicios;NULL;06/01/2026;https://winlmprap09.midagri.gob.pe/winlmprap13/services/ogc/COTERRDEMAR/MapServer/WMSServer?request=GetCapabilities&service=WMS;;;;Luis Rodriguez;Incorporación;12/02/2026;Luis Rodriguez;Publicado;12/02/2026;Incorporación;23/04/2024;Publicado;24/04/2024;Poligono que representa el área total de la comunidad nativa resultante del proceso de demarcación territorial;Sin observación;ACTUALIZADO;168;2
1131;51;54;SI;SI;TACL - Cultivos Permanentes;Ministerio de Desarrollo Agrario y Riego (MIDAGRI);Variable;01/01/2015;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_uso_may_tierras_2_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;168;2
955;43;18;NO;SI;Vul. Inseguridad Alimentaria - CCPP;Ministerio de Desarrollo e Inclusión Social (MIDIS);Variable;01/01/2018;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pma_via_ccpp_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;233;17
957;43;18;NO;SI;Vul. Inseguridad Alimentaria RFN Dpto.;Ministerio de Desarrollo e Inclusión Social (MIDIS);Variable;01/01/2018;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/pma_fenomenos_dpto_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;233;17
958;43;18;NO;SI;Vul. Inseguridad Alimentaria RFN Prov.;Ministerio de Desarrollo e Inclusión Social (MIDIS);Variable;01/01/2018;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/pma_fenomenos_prov_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;233;17
959;43;18;NO;SI;Vul. Inseguridad Alimentaria RFN Dist.;Ministerio de Desarrollo e Inclusión Social (MIDIS);Variable;01/01/2018;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/pma_fenomenos_dist_VIAFFNN_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;233;17
2660;43;18;NO;SI;Vul. Inseguridad Alimentaria Mza.;Ministerio de Desarrollo e Inclusión Social (MIDIS);Variable;01/01/2018;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/pma_fenomenos_mza_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;233;17
42113;46;0;NO;SI;Número de PPSS por distritos;Ministerio de Desarrollo e Inclusión Social (MIDIS);90;31/05/2025;29/08/2025;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20260115152841___Capa1_Progr_Soc_Distrito_Nov2026/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Actualización;03/07/2025;Connie Castro;Publicado;04/07/2025;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;233;17
42114;46;0;NO;SI;WASI MIKUNA;Ministerio de Desarrollo e Inclusión Social (MIDIS);90;30/11/2025;28/02/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20260115153218___Capa2_Wasi_Mikuna_Nov2026/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Actualización;6/01/2026;Connie Castro;Publicado;9/01/2026;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;233;17
42122;46;0;NO;SI;PAIS (TAMBOS);Ministerio de Desarrollo e Inclusión Social (MIDIS);90;31/05/2025;29/08/2025;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20260119095047___Capa8_Pais_Tambos_Nov2026/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Actualización;11/07/2025;Connie Castro;Publicado;11/07/2025;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;233;17
42124;46;0;NO;SI;FONCODES;Ministerio de Desarrollo e Inclusión Social (MIDIS);90;30/11/2025;28/02/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20260119113838___Capa3_Foncodes_Nov2026/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Actualización;9/01/2026;Connie Castro;Publicado;9/01/2026;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;233;17
590;45;0;NO;SI;Proyectos - Regional;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_02_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
591;45;0;NO;SI;Proyectos - Provincial;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_02_prov_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
592;45;0;NO;SI;Proyectos - Distrital;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_02_dist_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
593;45;0;NO;SI;Actividades - Regional;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_03_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
594;45;0;NO;SI;Actividades - Provincial;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_03_prov_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
595;45;0;NO;SI;Actividades - Distrital;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_03_dist_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
596;45;0;NO;SI;Actividades y Proyectos - Regional;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_04_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
597;45;0;NO;SI;Actividades y Proyectos - Provincial;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_04_prov_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
598;45;0;NO;SI;Actividades y Proyectos - Distrital;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_04_dist_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
599;45;36;NO;SI;Proyectos - Regional;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_02_pcm_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
600;45;36;NO;SI;Proyectos - Provincial;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_02_prov_pcm_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
601;45;36;NO;SI;Proyectos - Distrital;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_02_dist_pcm_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
602;45;36;NO;SI;Actividades - Regional;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_03_pcm_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
603;45;36;NO;SI;Actividades - Provincial;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_03_prov_pcm_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
604;45;36;NO;SI;Actividades - Distrital;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_03_dist_pcm_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
605;45;36;NO;SI;Actividades y Proyectos - Regional;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_04_pcm_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
606;45;36;NO;SI;Actividades y Proyectos - Provincial;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_04_prov_pcm_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
607;45;36;NO;SI;Actividades y Proyectos - Distrital;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_04_dist_pcm_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
617;45;25;NO;SI;Proyectos - Regional;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_02_minam_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
618;45;25;NO;SI;Proyectos - Provincial;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_02_prov_minam_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
619;45;25;NO;SI;Proyectos - Distrital;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_02_dist_minam_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
620;45;25;NO;SI;Actividades - Regional;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_03_minam_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
621;45;25;NO;SI;Actividades - Provincial;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_03_prov_minam_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
622;45;25;NO;SI;Actividades - Distrital;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_03_dist_minam_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
623;45;25;NO;SI;Actividades y Proyectos - Regional;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_04_minam_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
624;45;25;NO;SI;Actividades y Proyectos - Provincial;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_04_prov_minam_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
625;45;25;NO;SI;Actividades y Proyectos - Distrital;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_04_dist_minam_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
626;45;31;NO;SI;Proyectos - Regional;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_02_minjus_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
627;45;31;NO;SI;Proyectos - Provincial;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_02_prov_minjus_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
628;45;31;NO;SI;Proyectos - Distrital;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_02_dist_minjus_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
629;45;31;NO;SI;Actividades - Regional;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_03_minjus_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
630;45;31;NO;SI;Actividades - Provincial;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_03_prov_minjus_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
631;45;31;NO;SI;Actividades - Distrital;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_03_dist_minjus_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
632;45;31;NO;SI;Actividades y Proyectos - Regional;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_04_minjus_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
633;45;31;NO;SI;Actividades y Proyectos - Provincial;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_04_prov_minjus_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
634;45;31;NO;SI;Actividades y Proyectos - Distrital;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_04_dist_minjus_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
635;45;30;NO;SI;Proyectos - Regional;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_02_mininter_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
636;45;30;NO;SI;Proyectos - Provincial;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_02_prov_mininter_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
637;45;30;NO;SI;Proyectos - Distrital;Ministerio de Economía y Finanzas (MEF);7;1/12/2023;8/12/2023;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_pre_e_00_02_dist_mininter_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;88;6
