id_layer;idtematica;idsubtematico;ide;geo;capa;entidad;frec_act;fecha_reg;fecha_prox;wms;wfs;arcgis;wmts;responsable_geo;estado_proc;fecha_proc;responsable_pub;estado_pub_geo;fecha_pub_geo;estado_ide_proc;fecha_proc_ide;estado_pub_ide;fecha_pub_ide;descripcion;observacion;estado_actu;id_institucion;id_categoria
16202;56;368;NO;SI;Demarcación territorial;Presidencia del Consejo de Ministros (PCM);Variable;1/10/2020;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/DEMARCACION_TERRITORIAL/wms?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
16210;56;368;NO;SI;Gestión de Recursos Públicos;Presidencia del Consejo de Ministros (PCM);Variable;1/10/2020;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/GESTION_RECURSOS/wms?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
16203;56;368;NO;SI;Hídricos;Presidencia del Consejo de Ministros (PCM);Variable;1/10/2020;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/HIDRICOS/wms?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
16204;56;368;NO;SI;Hidrocarburos Socioambiental;Presidencia del Consejo de Ministros (PCM);Variable;1/10/2020;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/HIDROCARBUROS_SOCIOAMBIENTAL/wms?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
16200;56;368;NO;SI;Industria Socioambiental;Presidencia del Consejo de Ministros (PCM);Variable;1/10/2020;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/INDUSTRIA_SOCIOAMBIENTAL/wms?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
16201;56;368;NO;SI;Infraestructura Socioambiental;Presidencia del Consejo de Ministros (PCM);Variable;1/10/2020;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/INFRAESTRUCTURA_SOCIOAMBIENTAL/wms?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
16208;56;368;NO;SI;Invasión de Terrenos;Presidencia del Consejo de Ministros (PCM);Variable;1/10/2020;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/INVASION_TERRENOS/wms?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
16205;56;368;NO;SI;Laborales Gremiales;Presidencia del Consejo de Ministros (PCM);Variable;1/10/2020;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/LABORALES_GREMIALES/wms?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
16207;56;368;NO;SI;Mineria Ilegal Informal;Presidencia del Consejo de Ministros (PCM);Variable;1/10/2020;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/MINERIA_ILEGAL_INFORMAL/wms?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
16206;56;368;NO;SI;Minería Laboral;Presidencia del Consejo de Ministros (PCM);Variable;1/10/2020;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/MINERIA_LABORAL/wms?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
16209;56;368;NO;SI;Mineria Socioambiental;Presidencia del Consejo de Ministros (PCM);Variable;1/10/2020;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/MINERIA_SOCIOAMBIENTAL/wms?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
16199;56;368;NO;SI;Otros;Presidencia del Consejo de Ministros (PCM);Variable;1/10/2020;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/OTROS/wms?SERVICE=WMS&VERSION=1.1.1&REQUEST=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
1205;56;63;NO;SI;Ámbito VRAEM;Presidencia del Consejo de Ministros (PCM);Variable;01/07/2023;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_vraem_ambito_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;DS N° 074-2012-PCM;ACTUALIZADO;45;17
6597;59;474;NO;SI;Consejo de Coordinación Regional (CCR);Presidencia del Consejo de Ministros (PCM);Variable;01/05/2020;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_ccr_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
8033;42;358;NO;SI;Puntos Estratégicos Uayki;Presidencia del Consejo de Ministros (PCM);Variable;1/12/2020;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_puntos_estrategicos_ucloud_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
11268;46;900;NO;SI;MAC Express PIAS;Presidencia del Consejo de Ministros (PCM);Variable;01/01/2021;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_centros_mac_expres_pias_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
11269;46;900;NO;SI;MAC Express TAMBOS;Presidencia del Consejo de Ministros (PCM);Variable;01/01/2021;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_centros_mac_expres_tambos_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
11270;46;900;NO;SI;MAC Express Municipalidades;Presidencia del Consejo de Ministros (PCM);Variable;01/01/2021;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_centros_mac_expres_muni_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
14285;59;1046;NO;SI;M.R. de los Andes - MRDLA;Presidencia del Consejo de Ministros (PCM);Variable;01/09/2021;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_mr_andes_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
14286;59;1046;NO;SI;M.R. de Qhapaq Ñan Nor Amazónico;Presidencia del Consejo de Ministros (PCM);Variable;01/09/2021;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_mr_qhapaq_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
14287;59;1046;NO;SI;M.R. Costa Norte;Presidencia del Consejo de Ministros (PCM);Variable;01/09/2021;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_mr_costa_norte_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
14288;59;1046;NO;SI;M.R. Macro Región Sur;Presidencia del Consejo de Ministros (PCM);Variable;01/09/2021;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_mr_region_sur_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
14289;59;1046;NO;SI;M.R. Pacífico Centro Amazónica -PACA;Presidencia del Consejo de Ministros (PCM);Variable;01/09/2021;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_mr_pacifico_centro_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
14290;59;1046;NO;SI;M.R. Huancavelica Ica - MANRHI;Presidencia del Consejo de Ministros (PCM);Variable;01/09/2021;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_mr_huancavelica_ica_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
14291;59;1046;NO;SI;M.R. Macro Región Nor Oriente del Perú;Presidencia del Consejo de Ministros (PCM);Variable;01/09/2021;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_mr_macro_region_nororiente_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
14292;59;1046;NO;SI;M.R. Chavín;Presidencia del Consejo de Ministros (PCM);Variable;01/09/2021;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_mr_chavin_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
14293;59;1046;NO;SI;M.R. Amazónica - MRA;Presidencia del Consejo de Ministros (PCM);Variable;01/09/2021;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/geoperu/peru_mr_amazonica_/wms?service=WMS&request=GetCapabilities;;;;Sin responsable;Por actualizar;NULL;Sin responsable;Publicado - Reporte;19/02/2021;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
40699;46;900;NO;SI;Centros MAC;Presidencia del Consejo de Ministros (PCM);360;31/12/2024;26/12/2025;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250131121333___Capa1_Centros_MAC_Enero2025/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Actualización;17/01/2025;Connie Castro;Publicado;31/01/2025;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;DESACTUALIZADO;45;17
40742;56;2298;NO;SI;Casos al 16 de diciembre del 2024;Presidencia del Consejo de Ministros (PCM);Histórico;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250206170133___Casos_al_16_de_diciembre_del_2024/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;07/02/2025;Connie Castro;Publicado;07/02/2025;NULL;NULL;NULL;NULL;Sin descripción;Información procesada por Stefany Delgado Enriquez, Analista de Información Digital de la Secretaría de Gestión Social y Diálogo para la publicación en el subsistema de Conflictos Sociales;ACTUALIZADO;45;17
40743;56;2298;NO;SI;Casos al 10 de diciembre del 2024;Presidencia del Consejo de Ministros (PCM);Histórico;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250206171542___Casos_al_10_de_diciembre_del_2024/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;07/02/2025;Connie Castro;Publicado;07/02/2025;NULL;NULL;NULL;NULL;Sin descripción;Información procesada por Stefany Delgado Enriquez, Analista de Información Digital de la Secretaría de Gestión Social y Diálogo para la publicación en el subsistema de Conflictos Sociales;ACTUALIZADO;45;17
40744;56;2298;NO;SI;Casos al 25 de noviembre del 2024;Presidencia del Consejo de Ministros (PCM);Histórico;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250206171628___Casos_al_25_de_noviembre_del_2024/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;07/02/2025;Connie Castro;Publicado;07/02/2025;NULL;NULL;NULL;NULL;Sin descripción;Información procesada por Stefany Delgado Enriquez, Analista de Información Digital de la Secretaría de Gestión Social y Diálogo para la publicación en el subsistema de Conflictos Sociales;ACTUALIZADO;45;17
40746;56;2298;NO;SI;Casos al 11 de noviembre del 2024;Presidencia del Consejo de Ministros (PCM);Histórico;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250206171757___Casos_al_11_de_noviembre_del_2024/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;06/02/2025;Connie Castro;Publicado;06/02/2025;NULL;NULL;NULL;NULL;Sin descripción;Información procesada por Stefany Delgado Enriquez, Analista de Información Digital de la Secretaría de Gestión Social y Diálogo para la publicación en el subsistema de Conflictos Sociales;ACTUALIZADO;45;17
40747;56;2298;NO;SI;Casos al 04 de noviembre del 2024;Presidencia del Consejo de Ministros (PCM);Histórico;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250206171840___Casos_al_04_de_noviembre_del_2024/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;06/02/2025;Connie Castro;Publicado;06/02/2025;NULL;NULL;NULL;NULL;Sin descripción;Información procesada por Stefany Delgado Enriquez, Analista de Información Digital de la Secretaría de Gestión Social y Diálogo para la publicación en el subsistema de Conflictos Sociales;ACTUALIZADO;45;17
40748;56;2298;NO;SI;Casos al 18 de noviembre del 2024;Presidencia del Consejo de Ministros (PCM);Histórico;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250206172541___Casos_al_18_de_noviembre_del_2024/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;07/02/2025;Connie Castro;Publicado;07/02/2025;NULL;NULL;NULL;NULL;Sin descripción;Información procesada por Stefany Delgado Enriquez, Analista de Información Digital de la Secretaría de Gestión Social y Diálogo para la publicación en el subsistema de Conflictos Sociales;ACTUALIZADO;45;17
40749;56;2298;NO;SI;Casos al 28 de octubre del 2024;Presidencia del Consejo de Ministros (PCM);Histórico;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250206173945___Casos_al_28_de_octubre_del_2024/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;06/02/2025;Connie Castro;Publicado;06/02/2025;NULL;NULL;NULL;NULL;Sin descripción;Información procesada por Stefany Delgado Enriquez, Analista de Información Digital de la Secretaría de Gestión Social y Diálogo para la publicación en el subsistema de Conflictos Sociales;ACTUALIZADO;45;17
40750;56;2298;NO;SI;Casos al 21 de octubre del 2024;Presidencia del Consejo de Ministros (PCM);Histórico;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250206174031___Casos_al_21_de_octubre_del_2024/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;06/02/2025;Connie Castro;Publicado;06/02/2025;NULL;NULL;NULL;NULL;Sin descripción;Información procesada por Stefany Delgado Enriquez, Analista de Información Digital de la Secretaría de Gestión Social y Diálogo para la publicación en el subsistema de Conflictos Sociales;ACTUALIZADO;45;17
40751;56;2298;NO;SI;Casos al 14 de octubre del 2024;Presidencia del Consejo de Ministros (PCM);Histórico;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250206174109___Casos_al_14_de_octubre_del_2024/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;06/02/2025;Connie Castro;Publicado;06/02/2025;NULL;NULL;NULL;NULL;Sin descripción;Información procesada por Stefany Delgado Enriquez, Analista de Información Digital de la Secretaría de Gestión Social y Diálogo para la publicación en el subsistema de Conflictos Sociales;ACTUALIZADO;45;17
40752;56;2298;NO;SI;Casos al 07 de octubre del 2024;Presidencia del Consejo de Ministros (PCM);Histórico;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250206174150___Casos_al_07_de_octubre_del_2024/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;06/02/2025;Connie Castro;Publicado;06/02/2025;NULL;NULL;NULL;NULL;Sin descripción;Información procesada por Stefany Delgado Enriquez, Analista de Información Digital de la Secretaría de Gestión Social y Diálogo para la publicación en el subsistema de Conflictos Sociales;ACTUALIZADO;45;17
40753;56;2298;NO;SI;Casos al 29 de setiembre del 2024;Presidencia del Consejo de Ministros (PCM);Histórico;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250206175308___Casos_al_29_de_setiembre_del_2024/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;06/02/2025;Connie Castro;Publicado;06/02/2025;NULL;NULL;NULL;NULL;Sin descripción;Información procesada por Stefany Delgado Enriquez, Analista de Información Digital de la Secretaría de Gestión Social y Diálogo para la publicación en el subsistema de Conflictos Sociales;ACTUALIZADO;45;17
40754;56;2298;NO;SI;Casos al 22 de setiembre del 2024;Presidencia del Consejo de Ministros (PCM);Histórico;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250206175349___Casos_al_22_de_setiembre_del_2024/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;06/02/2025;Connie Castro;Publicado;06/02/2025;NULL;NULL;NULL;NULL;Sin descripción;Información procesada por Stefany Delgado Enriquez, Analista de Información Digital de la Secretaría de Gestión Social y Diálogo para la publicación en el subsistema de Conflictos Sociales;ACTUALIZADO;45;17
40755;56;2298;NO;SI;Casos al 15 de setiembre del 2024;Presidencia del Consejo de Ministros (PCM);Histórico;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250206175545___Casos_al_15_de_setiembre_del_2024/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;06/02/2025;Connie Castro;Publicado;06/02/2025;NULL;NULL;NULL;NULL;Sin descripción;Información procesada por Stefany Delgado Enriquez, Analista de Información Digital de la Secretaría de Gestión Social y Diálogo para la publicación en el subsistema de Conflictos Sociales;ACTUALIZADO;45;17
40756;56;2298;NO;SI;Casos al 08 de setiembre del 2024;Presidencia del Consejo de Ministros (PCM);Histórico;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250206175623___Casos_al_08_de_setiembre_del_2024/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;06/02/2025;Connie Castro;Publicado;06/02/2025;NULL;NULL;NULL;NULL;Sin descripción;Información procesada por Stefany Delgado Enriquez, Analista de Información Digital de la Secretaría de Gestión Social y Diálogo para la publicación en el subsistema de Conflictos Sociales;ACTUALIZADO;45;17
40757;56;2298;NO;SI;Casos al 01 de setiembre del 2024;Presidencia del Consejo de Ministros (PCM);Histórico;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250206175718___Casos_al_01_de_setiembre_del_2024/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;06/02/2025;Connie Castro;Publicado;06/02/2025;NULL;NULL;NULL;NULL;Sin descripción;Información procesada por Stefany Delgado Enriquez, Analista de Información Digital de la Secretaría de Gestión Social y Diálogo para la publicación en el subsistema de Conflictos Sociales;ACTUALIZADO;45;17
41067;56;2445;NO;SI;Casos al 06 de enero del 2025;Presidencia del Consejo de Ministros (PCM);No actualizable;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250618170655___Casos_al_06_de_enero_del_2025/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;19/06/2025;Connie Castro;Publicado;19/06/2025;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
41068;56;2445;NO;SI;Casos al 13 de enero del 2025;Presidencia del Consejo de Ministros (PCM);No actualizable;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250618170731___Casos_al_13_de_enero_del_2025/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;19/06/2025;Connie Castro;Publicado;19/06/2025;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
41069;56;2445;NO;SI;Casos al 20 de enero del 2025;Presidencia del Consejo de Ministros (PCM);No actualizable;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250618170812___Casos_al_20_de_enero_del_2025/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;19/06/2025;Connie Castro;Publicado;19/06/2025;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
41070;56;2445;NO;SI;Casos al 27 de enero del 2025;Presidencia del Consejo de Ministros (PCM);No actualizable;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250618170843___Casos_al_27_de_enero_del_2025/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;19/06/2025;Connie Castro;Publicado;19/06/2025;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
41071;56;2445;NO;SI;Casos al 24 de febrero del 2025;Presidencia del Consejo de Ministros (PCM);No actualizable;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250618172624___Casos_al_24_de_febrero_del_2025/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;20/06/2025;Connie Castro;Publicado;20/06/2025;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
41072;56;2445;NO;SI;Casos al 17 de febrero del 2025;Presidencia del Consejo de Ministros (PCM);No actualizable;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250618172655___Casos_al_17_de_febrero_del_2025/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;20/06/2025;Connie Castro;Publicado;20/06/2025;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
41073;56;2445;NO;SI;Casos al 10 de febrero del 2025;Presidencia del Consejo de Ministros (PCM);No actualizable;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250618172735___Casos_al_10_de_febrero_del_2025/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;19/06/2025;Connie Castro;Publicado;19/06/2025;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
41074;56;2445;NO;SI;Casos al 03 de febrero del 2025;Presidencia del Consejo de Ministros (PCM);No actualizable;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250618172807___Casos_al_03_de_febrero_del_2025/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;19/06/2025;Connie Castro;Publicado;19/06/2025;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
41075;56;2445;NO;SI;Casos al 31 de marzo del 2025;Presidencia del Consejo de Ministros (PCM);No actualizable;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250618174148___Casos_al_31_de_marzo_del_2025/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;20/06/2025;Connie Castro;Publicado;20/06/2025;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
41076;56;2445;NO;SI;Casos al 24 de marzo del 2025;Presidencia del Consejo de Ministros (PCM);No actualizable;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250618174233___Casos_al_24_de_marzo_del_2025/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;20/06/2025;Connie Castro;Publicado;20/06/2025;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
41077;56;2445;NO;SI;Casos al 17 de marzo del 2025;Presidencia del Consejo de Ministros (PCM);No actualizable;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250618174311___Casos_al_17_de_marzo_del_2025/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;20/06/2025;Connie Castro;Publicado;20/06/2025;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
41078;56;2445;NO;SI;Casos al 10 de marzo del 2025;Presidencia del Consejo de Ministros (PCM);No actualizable;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250618174359___Casos_al_10_de_marzo_del_2025/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;20/06/2025;Connie Castro;Publicado;20/06/2025;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
41079;56;2445;NO;SI;Casos al 03 de marzo del 2025;Presidencia del Consejo de Ministros (PCM);No actualizable;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250618174446___Casos_al_03_de_marzo_del_2025/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;20/06/2025;Connie Castro;Publicado;20/06/2025;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
41080;56;2445;NO;SI;Casos al 28 de abril del 2025;Presidencia del Consejo de Ministros (PCM);No actualizable;NULL;06/01/2026;https://espacialg.geoperu.gob.pe/geoserver/subsistemas/20250619093207___Casos_al_28_de_abril_del_2025/wms?service=WMS&request=GetCapabilities;;;;Connie Castro;Incorporación;20/06/2025;Connie Castro;Publicado;20/06/2025;NULL;NULL;NULL;NULL;Sin descripción;Sin observación;ACTUALIZADO;45;17
